"padacchedah","anvaya","spart"
"पाञ्चजन्यम् हृषीकेशः (दध्मौ) देवदत्तम् (दध्मौ) धनञ्जयः पौण्ड्रम् दध्मौ महान्-शङ्खम् भीम-कर्मा वृक-उदरः","हृषीकेशः पाञ्चजन्यम् (दध्मौ) धनञ्जयः देवदत्तम् (दध्मौ) भीम-कर्मा वृक-उदरः महान्-शङ्खम् पौण्ड्रम् दध्मौ"," पाञ्चजन्यं हृषीकेशो देवदत्तं धनंजयः।# पौण्ड्रं दध्मौ महाशङ्खं भीमकर्मा वृकोदरः॥15॥"
"अनन्तविजयं राजा कुन्तीपुत्रः युधिष्ठिरः (दध्मौ) नकुलः सहदेवः च सुघोष-मणिपुष्पकौ (दध्मतुः)","कुन्तीपुत्रः राजा युधिष्ठिरः अनन्तविजयं (दध्मौ) नकुलः सहदेवः च सुघोष-मणिपुष्पकौ (दध्मतुः)"," अनन्तविजयं राजा कुन्तीपुत्रो युधिष्ठिरः।# नकुलः सहदेवश्च सुघोषमणिपुष्पकौ॥16॥"
"काश्यः च परम-इष्वासः शिखण्डी च महा-रथः धृष्ट-द्युम्नः विराटः च सात्यकिः च अ-पराजितः द्रुपदः द्रौपदेयाः च सर्वशः पृथिवी-पते सौभद्रः च महा-बाहुः शङ्खान् दध्मुः पृथक् पृथक्","पृथिवी-पते परम-इष्वासः काश्यः च महा-रथः शिखण्डी च धृष्ट-द्युम्नः विराटः च अ-पराजितः सात्यकिः च द्रुपदः द्रौपदेयाः च महा-बाहुः सौभद्रः च सर्वशः पृथक् पृथक् शङ्खान् दध्मुः","काश्यश्च परमेष्वासः शिखण्डी च महारथः।#धृष्टद्युम्नो विराटश्च सात्यकिश्चापराजितः॥17॥# द्रुपदो द्रौपदेयाश्च सर्वशः पृथिवीपते।#सौभद्रश्च महाबाहुः शङ्खान्दध्मुः पृथक्पृथक्॥18॥"
"सः घोषः धार्तराष्ट्राणाम् हृदयानि व्यदारयत् नभः च पृथिवीम् च एव तुमुलः व्यनुनादयन्","सः तुमुलः घोषः नभः च पृथिवीम् च एव व्यनुनादयन् धार्तराष्ट्राणाम् हृदयानि व्यदारयत्"," स घोषो धार्तराष्ट्राणां हृदयानि व्यदारयत्।# नभश्च पृथिवीं चैव तुमुलो व्यनुनादयन्॥19॥"
"अथ व्यवस्थितान् दृष्ट्वा धार्तराष्ट्रान् कपि-ध्वजः प्रवृत्ते शस्त्र-सम्पाते धनुः उद्यम्य पाण्डवः हृषीकेशम् तदा वाक्यम् इदम् आह मही-पते सेनयोः उभयोः मध्ये रथम् स्थापय मे अ-च्युत (इति)","मही-पते अथ व्यवस्थितान् धार्तराष्ट्रान् दृष्ट्वा कपि-ध्वजः पाण्डवः शस्त्र-सम्पाते प्रवृत्ते धनुः उद्यम्य तदा हृषीकेशम् इदम् वाक्यम् आह अ-च्युत मे रथम् सेनयोः उभयोः मध्ये स्थापय (इति)"," अथ व्यवस्थितान् दृष्ट्वा धार्तराष्ट्रान्कपिध्वजः।#प्रवृत्ते शस्त्रसंपाते धनुरुद्यम्य पाण्डवः॥20॥# हृषीकेशं तदा वाक्यमिदमाह महीपते।#सेनयोरुभयोर्मध्ये रथं स्थापय मेऽच्युत॥21॥"
"यावत् एतान् निरीक्षे अहम् योद्धु-कामान् अवस्थितान् कैः मया सह योद्धव्यम् अस्मिन् रण-समुद्यमे (तावत्) (रथं) (स्थापय)","यावत् अहम् अस्मिन् रण-समुद्यमे कैः मया सह योद्धव्यम् अवस्थितान् एतान् योद्धु-कामान् निरीक्षे (तावत्) (रथं) (स्थापय)"," यावदेतान्निरीक्षेऽहं योद्धुकामानवस्थितान्।# कैर्मया सह योद्धव्यमस्मिन्रणसमुद्यमे॥22॥"
"योत्स्यमानान् (तान्) अवेक्षे अहम् ये एते अत्र समागताः धार्तराष्ट्रस्य दुर्-बुद्धेः युद्धे प्रिय-चिकीर्षवः","ये एते युद्धे दुर्-बुद्धेः धार्तराष्ट्रस्य प्रिय-चिकीर्षवः अत्र समागताः (तान्) योत्स्यमानान् अहम् अवेक्षे"," योत्स्यमानानवेक्षेऽहं य एतेऽत्र समागताः।# धार्तराष्ट्रस्य दुर्बुद्धेर्युद्धे प्रियचिकीर्षवः॥23॥"
"एवम् उक्तः हृषीकेशः गुडाकेशेन भारत सेनयोः उभयोः मध्ये स्थापयित्वा रथ-उत्तमम् भीष्म-द्रोण-प्रमुखतः सर्वेषाम् च महीक्षिताम् उवाच पार्थ पश्य एतान् समवेतान् कुरून् इति (त्वम्)","भारत गुडाकेशेन एवम् उक्तः हृषीकेशः उभयोः सेनयोः मध्ये च सर्वेषाम् महीक्षिताम् भीष्म-द्रोण-प्रमुखतः रथ-उत्तमम् स्थापयित्वा पार्थ एतान् समवेतान् कुरून् (त्वम्) पश्य इति उवाच"," एवमुक्तो हृषीकेशो गुडाकेशेन भारत।#सेनयोरुभयोर्मध्ये स्थापयित्वा रथोत्तमम्॥24॥# भीष्मद्रोणप्रमुखतः सर्वेषां च महीक्षिताम्।#उवाच पार्थ पश्यैतान्समवेतान्कुरूनिति॥25॥"
"तत्र अपश्यत् स्थितान् पार्थः पितॄन् अथ पितामहान् आचार्यान् मातुलान् भ्रातॄन् पुत्रान् पौत्रान् सखीन् तथा श्वशुरान् सुहृदः च एव सेनयोः उभयोः अपि","अथ पार्थः तत्र स्थितान् पितॄन् पितामहान् आचार्यान् मातुलान् भ्रातॄन् पुत्रान् पौत्रान् सखीन् तथा श्वशुरान् सुहृदः च एव उभयोः अपि सेनयोः अपश्यत्"," तत्रापश्यत्स्थितान्पार्थः पितृनथ पितामहान्।#आचार्यान्मातुलान्भ्रातृन्पुत्रान्पौत्रान्सखींस्तथा॥26॥# श्वशुरान्सुहृदश्चैव सेनयोरुभयोरपि।"
"तान् समीक्ष्य सः कौन्तेयः सर्वान् बन्धून् अवस्थितान् कृपया परया आविष्टः विषीदन् इदम् अब्रवीत्","परया कृपया आविष्टः सः कौन्तेयः तान् सर्वान् अवस्थितान् बन्धून् समीक्ष्य विषीदन् इदम् अब्रवीत्"," तान्समीक्ष्य स कौन्तेयः सर्वान्बन्धूनवस्थितान्॥27॥# कृपया परयाऽऽविष्टो विषीदन्निदमब्रवीत्।"
"दृष्ट्वा इमम् स्व-जनम् कृष्ण युयुत्सुम् समुपस्थितम् सीदन्ति मम गात्राणि मुखम् च परिशुष्यति वेपथुः च शरीरे मे रोम-हर्षः च जायते","कृष्ण समुपस्थितम् युयुत्सुम् इमम् स्व-जनम् दृष्ट्वा मम गात्राणि सीदन्ति मुखम् च परिशुष्यति मे शरीरे वेपथुः च रोम-हर्षः च जायते"," दृष्ट्वेमं स्वजनं कृष्ण युयुत्सुं समुपस्थितम्॥28॥# सीदन्ति मम गात्राणि मुखं च परिशुष्यति।#वेपथुश्च शरीरे मे रोमहर्षश्च जायते॥29॥"
"गाण्डीवम् स्रंसते हस्तात् त्वक् च एव परिदह्यते न च शक्नोमि अवस्थातुम् (अहम्) भ्रमति इव च मे मनः","हस्तात् गाण्डीवम् स्रंसते त्वक् च एव परिदह्यते मे मनः च भ्रमति इव (अहम्) अवस्थातुम् च न शक्नोमि"," गाण्डीवं स्रंसते हस्तात्त्वक्चैव परिदह्यते।# न च शक्नोम्यवस्थातुं भ्रमतीव च मे मनः॥30॥"
"निमित्तानि च पश्यामि विपरीतानि केशव (अहम्) न च श्रेयः अनुपश्यामि हत्वा स्व-जनम् आहवे (अहम्)","केशव (अहम्) निमित्तानि च विपरीतानि पश्यामि (अहम्) आहवे स्व-जनम् हत्वा श्रेयः च न अनुपश्यामि"," निमित्तानि च पश्यामि विपरीतानि केशव।# न च श्रेयोऽनुपश्यामि हत्वा स्वजनमाहवे॥31॥"
"न (काङ्क्षे) काङ्क्षे विजयम् कृष्ण न च राज्यम् सुखानि च किम् नः राज्येन गोविन्द (सिद्ध्यति) किम् भोगैः जीवितेन वा (सिद्ध्यति) (अहम्)","कृष्ण (अहम्) विजयम् न काङ्क्षे राज्यम् च सुखानि च न (काङ्क्षे) गोविन्द राज्येन नः किम् (सिद्ध्यति) भोगैः जीवितेन वा किम् (सिद्ध्यति)"," न काङ्क्षे विजयं कृष्ण न च राज्यं सुखानि च।# किं नो राज्येन गोविन्द किं भोगैर्जीवितेन वा॥32॥"
"येषाम् अर्थे काङ्क्षितम् नः राज्यम् भोगाः सुखानि च ते इमे अवस्थिताः युद्धे प्राणान् त्यक्त्वा धनानि च आचार्याः पितरः पुत्राः तथा एव च पितामहाः मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनः तथा","येषाम् अर्थे राज्यम् भोगाः सुखानि च नः काङ्क्षितम् ते इमे आचार्याः पितरः पुत्राः तथा एव च पितामहाः मातुलाः श्वशुराः पौत्राः श्यालाः तथा सम्बन्धिनः प्राणान् धनानि च त्यक्त्वा युद्धे अवस्थिताः"," येषामर्थे काङ्क्षितं नो राज्यं भोगाः सुखानि च।#त इमेऽवस्थिता युद्धे प्राणांस्त्यक्त्वा धनानि च॥33॥# आचार्याः पितरः पुत्रास्तथैव च पितामहाः।#मातुलाः श्वशुराः पौत्राः श्यालाः सम्बन्धिनस्तथा॥34॥"
"एतान् न हन्तुम् इच्छामि (अहम्) घ्नतः अपि मधुसूदन अपि त्रै-लोक्य-राज्यस्य हेतोः किम्(किमर्थम्) नु मही-कृते मारयामि","मधुसूदन घ्नतः अपि त्रै-लोक्य-राज्यस्य हेतोः अपि एतान् हन्तुम् न (अहम्) इच्छामि किम्(किमर्थम्) नु मही-कृते मारयामि"," एतान्न हन्तुमिच्छामि घ्नतोऽपि मधुसूदन।# अपि त्रैलोक्यराज्यस्य हेतोः किं नु महीकृते॥35॥"
"निहत्य धार्तराष्ट्रान् नः का प्रीतिः स्यात् जनार्दन पापम् एव आश्रयेत् अस्मान् हत्वा एतान् आततायिनः","जनार्दन धार्तराष्ट्रान् निहत्य नः का प्रीतिः स्यात् एतान् आततायिनः हत्वा अस्मान् पापम् एव आश्रयेत्"," निहत्य धार्तराष्ट्रान्नः का प्रीतिः स्याज्जनार्दन।# पापमेवाश्रयेदस्मान्हत्वैतानाततायिनः॥36॥"
"तस्मात् न अर्हाः (स्मः) वयम् हन्तुम् धार्तराष्ट्रान् स्व-बान्धवान् स्व-जनम् हि कथम् हत्वा सुखिनः स्याम माधव (वयम्)","माधव तस्मात् वयम् स्व-बान्धवान् धार्तराष्ट्रान् हन्तुम् न अर्हाः (स्मः) (वयम्) स्व-जनम् हि हत्वा कथम् सुखिनः स्याम"," तस्मान्नार्हा वयं हन्तुं धार्तराष्ट्रान्स्वबान्धवान्।# स्वजनं हि कथं हत्वा सुखिनः स्याम माधव॥37॥"
"यद्यपि एते न पश्यन्ति लोभ-उपहत-चेतसः कुल-क्षय-कृतम् दोषम् मित्र-द्रोहे च पातकम् कथम् न ज्ञेयम् अस्माभिः पापात् अस्मात् निवर्तितुम् कुल-क्षय-कृतम् दोषम् प्रपश्यद्भिः जनार्दन","यद्यपि एते लोभ-उपहत-चेतसः कुल-क्षय-कृतम् दोषम् मित्र-द्रोहे पातकम् च न पश्यन्ति जनार्दन कुल-क्षय-कृतम् दोषम् प्रपश्यद्भिः अस्माभिः अस्मात् पापात् निवर्तितुम् कथम् न ज्ञेयम्"," यद्यप्येते न पश्यन्ति लोभोपहतचेतसः।#कुलक्षयकृतं दोषं मित्रद्रोहे च पातकम्॥38॥# कथं न ज्ञेयमस्माभिः पापादस्मान्निवर्तितुम्।#कुलक्षयकृतं दोषं प्रपश्यद्भिर्जनार्दन॥39॥"
"कुल-क्षये प्रणश्यन्ति कुल-धर्माः सनातनाः धर्मे नष्टे कुलम् कृत्स्नम् अ-धर्मः अभिभवति उत","कुल-क्षये सनातनाः कुल-धर्माः प्रणश्यन्ति धर्मे नष्टे कृत्स्नम् उत कुलम् अ-धर्मः अभिभवति"," कुलक्षये प्रणश्यन्ति कुलधर्माः सनातनाः।# धर्मे नष्टे कुलं कृत्स्नमधर्मोऽभिभवत्युत॥40॥"
"अ-धर्म-अभिभवात् कृष्ण प्रदुष्यन्ति कुल-स्त्रियः स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्ण-सङ्करः","कृष्ण अ-धर्म-अभिभवात् कुल-स्त्रियः प्रदुष्यन्ति वार्ष्णेय स्त्रीषु दुष्टासु वर्ण-सङ्करः जायते"," अधर्माभिभवात्कृष्ण प्रदुष्यन्ति कुलस्त्रियः।# स्त्रीषु दुष्टासु वार्ष्णेय जायते वर्णसङ्करः॥41॥"
"सङ्करः नरकाय एव कुल-घ्नानाम् कुलस्य च (भवति) पतन्ति पितरः हि एषाम् लुप्त-पिण्ड-उदक-क्रियाः","सङ्करः कुल-घ्नानाम् कुलस्य च नरकाय एव (भवति) एषाम् पितरः हि लुप्त-पिण्ड-उदक-क्रियाः पतन्ति"," सङ्करो नरकायैव कुलघ्नानां कुलस्य च।# पतन्ति पितरो ह्येषां लुप्तपिण्डोदकक्रियाः॥42॥"
"दोषैः एतैः कुल-घ्नानाम् वर्ण-सङ्कर-कारकैः उत्साद्यन्ते जाति-धर्माः कुल-धर्माः च शाश्वताः","एतैः वर्ण-सङ्कर-कारकैः दोषैः कुल-घ्नानाम् शाश्वताः कुल-धर्माः जाति-धर्माः च उत्साद्यन्ते"," दोषैरेतैः कुलघ्नानां वर्णसङ्करकारकैः।# उत्साद्यन्ते जातिधर्माः कुलधर्माश्च शाश्वताः॥43॥"
"उत्सन्न-कुल-धर्माणाम् मनुष्याणाम् जनार्दन नरके अ-नियतम् वासः भवति इति अनुशुश्रुम (वयम्)","जनार्दन उत्सन्न-कुल-धर्माणाम् मनुष्याणाम् नरके अ-नियतम् वासः भवति इति (वयम्) अनुशुश्रुम"," उत्सन्नकुलधर्माणां मनुष्याणां जनार्दन।# नरकेऽनियतं वासो भवतीत्यनुशुश्रुम॥44॥"
"अहो बत महत् पापम् कर्तुम् व्यवसिताः वयम् यत् राज्य-सुख-लोभेन हन्तुम् उद्यताः स्व-जनम्","अहो बत वयम् महत् पापम् कर्तुम् व्यवसिताः यत् राज्य-सुख-लोभेन स्व-जनम् हन्तुम् उद्यताः"," अहो बत महत्पापं कर्तुं व्यवसिता वयम्।# यद्राज्यसुखलोभेन हन्तुं स्वजनमुद्यताः॥45॥"
"यदि माम् अ-प्रतीकारम् अ-शस्त्रम् शस्त्र-पाणयः धार्तराष्ट्राः रणे हन्युः तत् मे क्षेमतरम् भवेत् (तर्हि)","यदि शस्त्र-पाणयः धार्तराष्ट्राः अ-शस्त्रम् अ-प्रतीकारम् माम् रणे हन्युः (तर्हि) तत् मे क्षेमतरम् भवेत्"," यदि मामप्रतीकारमशस्त्रं शस्त्रपाणयः।# धार्तराष्ट्रा रणे हन्युस्तन्मे क्षेमतरं भवेत्॥46॥"
"एवम् उक्त्वा अर्जुनः सङ्ख्ये रथ-उपस्थे उपाविशत् विसृज्य स-शरम् चापम् शोक-संविग्न-मानसः","सङ्ख्ये शोक-संविग्न-मानसः अर्जुनः एवम् उक्त्वा स-शरम् चापम् विसृज्य रथ-उपस्थे उपाविशत्"," एवमुक्त्वाऽर्जुनः संख्ये रथोपस्थ उपाविशत्।# विसृज्य सशरं चापं शोकसंविग्नमानसः॥47॥"
"तम् तथा कृपया आविष्टम् अश्रु-पूर्ण-आकुल-ईक्षणम् विषीदन्तम् इदम् वाक्यम् उवाच मधुसूदनः","तथा कृपया आविष्टम् अश्रु-पूर्ण-आकुल-ईक्षणम् विषीदन्तम् तम् मधुसूदनः इदम् वाक्यम् उवाच","तं तथा कृपयाऽविष्टमश्रुपूर्णाकुलेक्षणम्।# विषीदन्तमिदं वाक्यमुवाच मधुसूदनः॥1॥"
"कुतः त्वा कश्मलम् इदम् विषमे समुपस्थितम् अन्-आर्य-जुष्टम् अ-स्वर्ग्यम् अ-कीर्ति-करम् अर्जुन","अर्जुन अन्-आर्य-जुष्टम् अ-स्वर्ग्यम् अ-कीर्ति-करम् इदम् कश्मलम् विषमे त्वा कुतः समुपस्थितम्","कुतस्त्वा कश्मलमिदं विषमे समुपस्थितम्।# अनार्यजुष्टमस्वर्ग्यमकीर्तिकरमर्जुन॥2॥"
"क्लैब्यम् मा स्म गमः(अगमः) पार्थ (त्वम्) न एतत् त्वयि उपपद्यते क्षुद्रम् हृदय-दौर्बल्यम् त्यक्त्वा उत्तिष्ठ परन्तप (त्वम्)","पार्थ (त्वम्) क्लैब्यम् मा स्म गमः(अगमः) एतत् त्वयि न उपपद्यते परन्तप (त्वम्) क्षुद्रम् हृदय-दौर्बल्यम् त्यक्त्वा उत्तिष्ठ","क्लैब्यं मा स्म गमः पार्थ नैतत्त्वय्युपपद्यते।# क्षुद्रं हृदयदौर्बल्यं त्यक्त्वोत्तिष्ठ परन्तप॥3॥"
"कथम् भीष्मम् अहम् सङ्ख्ये द्रोणम् च मधुसूदन इषुभिः प्रतियोत्स्यामि पूजा-अर्हौ अरिसूदन","मधुसूदन अहम् भीष्मम् द्रोणम् च सङ्ख्ये इषुभिः कथम् प्रतियोत्स्यामि अरिसूदन पूजा-अर्हौ","कथं भीष्ममहं संख्ये द्रोणं च मधुसूदन।# इषुभिः प्रतियोत्स्यामि पूजार्हावरिसूदन॥4॥"
"गुरून् अ-हत्वा हि महानुभावान् श्रेयः भोक्तुं भैक्ष्यम् अपि इह लोके हत्वा अर्थ-कामान् तु गुरून् इह एव भुञ्जीय भोगान् रुधिर-प्रदिग्धान्","महानुभावान् गुरून् अ-हत्वा हि भैक्ष्यम् अपि भोक्तुं इह लोके श्रेयः गुरून् हत्वा इह एव रुधिर-प्रदिग्धान् अर्थ-कामान् तु भोगान् भुञ्जीय","गुरूनहत्वा हि महानुभावान् श्रेयो भोक्तुं भैक्ष्यमपीह लोके।# हत्वार्थकामांस्तु गुरूनिहैव भुञ्जीय भोगान् रुधिरप्रदिग्धान्॥5॥"
"न च एतद् विद्मः कतरत् नः गरीयः यद् वा (वयम्) जयेम यदि वा नः जयेयुः यान् एव हत्वा न जिजीविषामः ते अवस्थिताः प्रमुखे धार्तराष्ट्राः (इति)","यान् हत्वा न जिजीविषामः ते एव धार्तराष्ट्राः अवस्थिताः प्रमुखे यद् वा (वयम्) जयेम यदि वा नः जयेयुः कतरत् नः गरीयः (इति) एतद् न च विद्मः","न चैतद्विद्मः कतरन्नो गरीयो यद्वा जयेम यदि वा नो जयेयुः।# यानेव हत्वा न जिजीविषामस्तेऽवस्थिताः प्रमुखे धार्तराष्ट्राः॥6॥"
"कार्पण्य-दोष-उपहत-स्वभावः पृच्छामि त्वाम् धर्म-सम्मूढ-चेताः यत् (अहम्) श्रेयः स्यात् निश्चितम् ब्रूहि तत् मे (त्वम्) शिष्यः ते अहम् शाधि (अस्मि) माम् त्वाम् प्रपन्नम् (त्वम्)","कार्पण्य-दोष-उपहत-स्वभावः धर्म-सम्मूढ-चेताः (अहम्) त्वाम् पृच्छामि यत् निश्चितम् श्रेयः स्यात् (त्वम्) तत् मे ब्रूहि अहम् ते शिष्यः (अस्मि) त्वाम् प्रपन्नम् माम् (त्वम्) शाधि","कार्पण्यदोषोपहतस्वभावः पृच्छामि त्वां धर्मसंमूढचेताः।# यच्छ्रेयः स्यान्निश्चितं ब्रूहि तन्मे शिष्यस्तेऽहं शाधि मां त्वां प्रपन्नम्॥7॥"
"न हि प्रपश्यामि मम अपनुद्यात् यत् शोकम् उच्छोषणम् इन्द्रियाणाम् अवाप्य भूमौ अ-सपत्नम् ऋद्धम् राज्यम् सुराणाम् अपि च आधिपत्यम् (अहम्) (तत्)","भूमौ अ-सपत्नम् ऋद्धम् राज्यम् सुराणाम् आधिपत्यम् च अवाप्य अपि मम यत् इन्द्रियाणाम् उच्छोषणम् शोकम् अपनुद्यात् (तत्) (अहम्) न हि प्रपश्यामि","न हि प्रपश्यामि ममापनुद्याद्यच्छोकमुच्छोषणमिन्द्रियाणाम्।# अवाप्य भूमावसपत्नमृद्धम् राज्यं सुराणामपि चाधिपत्यम्॥8॥"
"एवम् उक्त्वा हृषीक-ईशम् गुडाकेशः परन्-तप न योत्स्ये इति गोविन्दम् उक्त्वा तूष्णीम् बभूव ह","परन्-तप गुडाकेशः हृषीक-ईशम् एवम् उक्त्वा न योत्स्ये इति ह गोविन्दम् उक्त्वा तूष्णीम् बभूव","एवमुक्त्वा हृषीकेशं गुडाकेशः परन्तप।# न योत्स्य इति गोविन्दमुक्त्वा तूष्णीं बभूव ह॥9॥"
"तम् उवाच हृषीक-ईशः प्रहसन् इव भारत सेनयोः उभयोः मध्ये विषीदन्तम् इदम् वचः (स्थित्वा)","भारत उभयोः सेनयोः मध्ये (स्थित्वा) विषीदन्तम् तम् हृषीक-ईशः प्रहसन् इव इदम् वचः उवाच","तमुवाच हृषीकेशः प्रहसन्निव भारत।# सेनयोरुभयोर्मध्ये विषीदन्तमिदं वचः॥10॥"
"अ-शोच्यान् अन्वशोचः त्वम् प्रज्ञा-वादान् च भाषसे गत-असून् अ-गत-असून् च न अनुशोचन्ति पण्डिताः","त्वम् अ-शोच्यान् अन्वशोचः प्रज्ञा-वादान् च भाषसे पण्डिताः गत-असून् अ-गत-असून् च न अनुशोचन्ति","अशोच्यानन्वशोचस्त्वं प्रज्ञावादांश्च भाषसे।# गतासूनगतासूंश्च नानुशोचन्ति पण्डिताः॥11॥"
